Date,Hours,Minutes,Description,Team Member,Type,Category,Property,Activity
1/13/2024,3,0,test60,Ronald Raymond,STR,Material,STR Property,Property Selling
8/25/2024,7,0,test61,Riley Raymond,LTR,Material,LTR Property,Property Selling
3/23/2024,1,0,test62,Ronald Raymond,LTR,Material,LTR Property,Property Management
5/10/2024,9,0,test63,Ronald Raymond,LTR,Material,LTR Property,Property Selling
5/24/2024,3,0,test64,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
7/19/2024,8,0,test65,Riley Raymond,STR,Material,STR Property,Property Selling
10/31/2024,4,0,test66,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
1/4/2024,7,0,test67,Riley Raymond,STR,Material,STR Property,Other
12/22/2024,3,0,test68,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
11/24/2024,8,0,test69,Riley Raymond,LTR,Material,LTR Property,Property Management
7/5/2024,8,0,test70,Riley Raymond,LTR,Material,LTR Property,Other
3/4/2024,1,0,test71,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
2/26/2024,2,0,test72,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
9/2/2024,1,0,test73,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
10/7/2024,4,0,test74,Ronald Raymond,LTR,Material,LTR Property,Property Selling
2/13/2024,4,0,test75,Riley Raymond,LTR,Material,LTR Property,Other
11/7/2024,8,0,test76,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
1/18/2024,2,0,test77,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
11/24/2024,6,0,test78,Riley Raymond,STR,Material,STR Property,Property Management
6/30/2024,5,0,test79,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
8/9/2024,3,0,test80,Ronald Raymond,LTR,Material,LTR Property,Other
8/26/2024,8,0,test81,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
6/11/2024,6,0,test82,Riley Raymond,STR,Material,STR Property,Other
5/8/2024,8,0,test83,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
8/22/2024,3,0,test84,Ronald Raymond,LTR,Material,LTR Property,Property Selling
8/14/2024,4,0,test85,Riley Raymond,LTR,Material,LTR Property,Property Selling
3/7/2024,5,0,test86,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
7/1/2024,1,0,test87,Ronald Raymond,STR,Material,STR Property,Other
6/4/2024,2,0,test88,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
7/18/2024,3,0,test89,Ronald Raymond,LTR,Material,LTR Property,Property Selling
10/31/2024,3,0,test90,Ronald Raymond,LTR,Material,LTR Property,Property Selling
11/29/2024,2,0,test91,Riley Raymond,STR,Material,STR Property,Property Selling
9/26/2024,8,0,test92,Riley Raymond,STR,Material,STR Property,Property Acquisitions
12/11/2024,3,0,test93,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
4/4/2024,8,0,test94,Ronald Raymond,STR,Material,STR Property,Property Management
3/11/2024,3,0,test95,Riley Raymond,LTR,Material,LTR Property,Other
12/29/2024,4,0,test96,Ronald Raymond,LTR,Material,LTR Property,Other
5/26/2024,6,0,test97,Ronald Raymond,LTR,Material,LTR Property,Other
8/18/2024,1,0,test98,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
5/18/2024,8,0,test99,Ronald Raymond,LTR,Material,LTR Property,Other
3/6/2024,7,0,test100,Ronald Raymond,STR,Material,STR Property,Other
6/21/2024,2,0,test101,Ronald Raymond,LTR,Material,LTR Property,Property Selling
6/18/2024,1,0,test102,Riley Raymond,STR,Material,STR Property,Property Management
10/20/2024,1,0,test103,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
3/24/2024,1,0,test104,Riley Raymond,STR,Material,STR Property,Other
12/5/2024,8,0,test105,Riley Raymond,LTR,Material,LTR Property,Other
10/5/2024,5,0,test106,Riley Raymond,STR,Material,STR Property,Other
9/11/2024,6,0,test107,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
5/1/2024,4,0,test108,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
1/2/2024,4,0,test109,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
3/13/2024,1,0,test110,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
11/18/2024,8,0,test111,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
1/27/2024,5,0,test112,Ronald Raymond,STR,Material,STR Property,Other
10/15/2024,7,0,test113,Riley Raymond,LTR,Material,LTR Property,Property Selling
2/14/2024,2,0,test114,Ronald Raymond,LTR,Material,LTR Property,Property Selling
8/22/2024,1,0,test115,Riley Raymond,LTR,Material,LTR Property,Property Selling
7/28/2024,1,0,test116,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
4/14/2024,5,0,test117,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
11/2/2024,9,0,test118,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
3/23/2024,7,0,test119,Riley Raymond,LTR,Material,LTR Property,Other
5/1/2024,7,0,test120,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
5/31/2024,9,0,test121,Ronald Raymond,LTR,Material,LTR Property,Property Selling
7/7/2024,9,0,test122,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
11/14/2024,2,0,test123,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
5/31/2024,5,0,test124,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
5/5/2024,5,0,test125,Ronald Raymond,LTR,Material,LTR Property,Property Management
4/24/2024,8,0,test126,Riley Raymond,LTR,Material,LTR Property,Property Management
9/3/2024,1,0,test127,Ronald Raymond,LTR,Material,LTR Property,Property Selling
1/26/2024,3,0,test128,Riley Raymond,LTR,Material,LTR Property,Property Management
3/31/2024,2,0,test129,Riley Raymond,LTR,Material,LTR Property,Property Selling
2/6/2024,4,0,test130,Ronald Raymond,STR,Material,STR Property,Property Management
12/21/2024,5,0,test131,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
1/18/2024,9,0,test132,Ronald Raymond,LTR,Material,LTR Property,Property Management
5/20/2024,9,0,test133,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
1/25/2024,3,0,test134,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
3/18/2024,7,0,test135,Riley Raymond,LTR,Material,LTR Property,Property Selling
3/3/2024,1,0,test136,Riley Raymond,STR,Material,STR Property,Property Selling
5/5/2024,6,0,test137,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
11/14/2024,7,0,test138,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
11/19/2024,1,0,test139,Ronald Raymond,LTR,Material,LTR Property,Property Selling
4/14/2024,4,0,test140,Riley Raymond,LTR,Material,LTR Property,Property Management
7/20/2024,1,0,test141,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
12/5/2024,5,0,test142,Ronald Raymond,LTR,Material,LTR Property,Property Management
3/2/2024,4,0,test143,Riley Raymond,LTR,Material,LTR Property,Other
7/28/2024,3,0,test144,Riley Raymond,LTR,Material,LTR Property,Other
2/24/2024,2,0,test145,Riley Raymond,LTR,Material,LTR Property,Other
11/4/2024,5,0,test146,Riley Raymond,STR,Material,STR Property,Property Acquisitions
1/25/2024,9,0,test147,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
2/8/2024,1,0,test148,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
3/9/2024,8,0,test149,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
5/10/2024,5,0,test150,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
7/31/2024,5,0,test151,Riley Raymond,STR,Material,STR Property,Other
1/2/2024,2,0,test152,Ronald Raymond,STR,Material,STR Property,Property Management
6/10/2024,4,0,test153,Riley Raymond,LTR,Material,LTR Property,Other
12/23/2024,9,0,test154,Riley Raymond,STR,Material,STR Property,Other
12/24/2024,8,0,test155,Ronald Raymond,LTR,Material,LTR Property,Property Management
6/8/2024,9,0,test156,Ronald Raymond,LTR,Material,LTR Property,Property Management
5/8/2024,7,0,test157,Riley Raymond,STR,Material,STR Property,Other
6/1/2024,1,0,test158,Riley Raymond,STR,Material,STR Property,Property Acquisitions
8/19/2024,8,0,test159,Riley Raymond,STR,Material,STR Property,Property Selling
8/16/2024,9,0,test160,Riley Raymond,STR,Material,STR Property,Property Acquisitions
5/5/2024,6,0,test161,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
10/2/2024,8,0,test162,Ronald Raymond,STR,Material,STR Property,Property Management
8/17/2024,7,0,test163,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
12/30/2024,5,0,test164,Riley Raymond,STR,Material,STR Property,Other
4/17/2024,7,0,test165,Riley Raymond,LTR,Material,LTR Property,Property Management
12/16/2024,7,0,test166,Riley Raymond,STR,Material,STR Property,Property Management
1/27/2024,5,0,test167,Riley Raymond,STR,Material,STR Property,Other
7/8/2024,2,0,test168,Riley Raymond,LTR,Material,LTR Property,Property Management
7/14/2024,3,0,test169,Riley Raymond,STR,Material,STR Property,Property Selling
5/26/2024,1,0,test170,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
9/24/2024,9,0,test171,Ronald Raymond,STR,Material,STR Property,Property Selling
9/7/2024,2,0,test172,Ronald Raymond,LTR,Material,LTR Property,Property Selling
2/2/2024,1,0,test173,Riley Raymond,LTR,Material,LTR Property,Property Management
4/8/2024,1,0,test174,Ronald Raymond,LTR,Material,LTR Property,Property Selling
3/1/2024,2,0,test175,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
4/17/2024,6,0,test176,Ronald Raymond,LTR,Material,LTR Property,Other
5/29/2024,9,0,test177,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
5/7/2024,5,0,test178,Riley Raymond,LTR,Material,LTR Property,Property Management
5/12/2024,5,0,test179,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
1/20/2024,3,0,test180,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
5/25/2024,7,0,test181,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
2/5/2024,4,0,test182,Ronald Raymond,STR,Material,STR Property,Other
3/7/2024,9,0,test183,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
1/9/2024,1,0,test184,Riley Raymond,STR,Material,STR Property,Other
9/6/2024,8,0,test185,Ronald Raymond,STR,Material,STR Property,Property Management
10/7/2024,5,0,test186,Riley Raymond,STR,Material,STR Property,Other
5/13/2024,9,0,test187,Riley Raymond,LTR,Material,LTR Property,Property Management
8/15/2024,8,0,test188,Ronald Raymond,LTR,Material,LTR Property,Property Selling
12/1/2024,1,0,test189,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
1/28/2024,2,0,test190,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
6/15/2024,9,0,test191,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
10/28/2024,9,0,test192,Ronald Raymond,LTR,Material,LTR Property,Other
9/26/2024,2,0,test193,Riley Raymond,STR,Material,STR Property,Property Selling
9/6/2024,6,0,test194,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
11/28/2024,9,0,test195,Riley Raymond,STR,Material,STR Property,Property Acquisitions
2/6/2024,5,0,test196,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
11/27/2024,9,0,test197,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
10/15/2024,7,0,test198,Riley Raymond,STR,Material,STR Property,Property Selling
10/14/2024,2,0,test199,Riley Raymond,STR,Material,STR Property,Other
8/11/2024,2,0,test200,Ronald Raymond,LTR,Material,LTR Property,Property Selling
12/10/2024,5,0,test201,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
4/16/2024,3,0,test202,Ronald Raymond,STR,Material,STR Property,Property Management
10/21/2024,6,0,test203,Ronald Raymond,LTR,Material,LTR Property,Other
5/23/2024,5,0,test204,Ronald Raymond,LTR,Material,LTR Property,Property Selling
10/23/2024,2,0,test205,Riley Raymond,STR,Material,STR Property,Other
1/26/2024,7,0,test206,Riley Raymond,LTR,Material,LTR Property,Other
6/16/2024,1,0,test207,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
11/5/2024,6,0,test208,Riley Raymond,STR,Material,STR Property,Property Selling
3/9/2024,1,0,test209,Riley Raymond,STR,Material,STR Property,Property Acquisitions
1/20/2024,8,0,test210,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
3/7/2024,7,0,test211,Riley Raymond,LTR,Material,LTR Property,Other
12/7/2024,5,0,test212,Ronald Raymond,STR,Material,STR Property,Other
12/21/2024,8,0,test213,Ronald Raymond,LTR,Material,LTR Property,Property Selling
7/7/2024,7,0,test214,Riley Raymond,LTR,Material,LTR Property,Other
7/27/2024,1,0,test215,Riley Raymond,STR,Material,STR Property,Property Acquisitions
4/20/2024,5,0,test216,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
9/18/2024,5,0,test217,Riley Raymond,LTR,Material,LTR Property,Property Selling
8/13/2024,3,0,test218,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
10/31/2024,9,0,test219,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
12/24/2024,2,0,test220,Riley Raymond,STR,Material,STR Property,Property Selling
4/20/2024,4,0,test221,Riley Raymond,STR,Material,STR Property,Property Selling
4/26/2024,1,0,test222,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
9/1/2024,2,0,test223,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
12/1/2024,4,0,test224,Ronald Raymond,STR,Material,STR Property,Property Selling
1/10/2024,5,0,test225,Ronald Raymond,STR,Material,STR Property,Property Management
9/16/2024,3,0,test226,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
9/24/2024,1,0,test227,Ronald Raymond,LTR,Material,LTR Property,Other
3/1/2024,2,0,test228,Ronald Raymond,LTR,Material,LTR Property,Property Selling
2/8/2024,8,0,test229,Riley Raymond,STR,Material,STR Property,Property Selling
8/4/2024,7,0,test230,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
8/26/2024,9,0,test231,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
12/24/2024,7,0,test232,Ronald Raymond,STR,Material,STR Property,Property Management
9/29/2024,9,0,test233,Ronald Raymond,STR,Material,STR Property,Other
7/22/2024,5,0,test234,Riley Raymond,STR,Material,STR Property,Property Acquisitions
6/7/2024,2,0,test235,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
11/13/2024,3,0,test236,Ronald Raymond,LTR,Material,LTR Property,Other
3/23/2024,3,0,test237,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
2/24/2024,6,0,test238,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
4/22/2024,9,0,test239,Riley Raymond,LTR,Material,LTR Property,Property Selling
6/29/2024,6,0,test240,Riley Raymond,STR,Material,STR Property,Property Acquisitions
12/5/2024,9,0,test241,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
2/25/2024,5,0,test242,Riley Raymond,STR,Material,STR Property,Property Selling
9/5/2024,2,0,test243,Riley Raymond,STR,Material,STR Property,Property Management
11/18/2024,2,0,test244,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
10/22/2024,5,0,test245,Ronald Raymond,LTR,Material,LTR Property,Other
5/19/2024,7,0,test246,Ronald Raymond,STR,Material,STR Property,Other
8/31/2024,1,0,test247,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
5/18/2024,6,0,test248,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
7/20/2024,1,0,test249,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
4/6/2024,6,0,test250,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
11/25/2024,7,0,test251,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
2/17/2024,2,0,test252,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
3/19/2024,6,0,test253,Riley Raymond,STR,Material,STR Property,Property Management
3/19/2024,6,0,test254,Ronald Raymond,LTR,Material,LTR Property,Property Selling
3/15/2024,5,0,test255,Riley Raymond,STR,Material,STR Property,Other
10/1/2024,6,0,test256,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
9/8/2024,3,0,test257,Ronald Raymond,STR,Material,STR Property,Property Selling
11/8/2024,7,0,test258,Ronald Raymond,LTR,Material,LTR Property,Property Management
3/29/2024,9,0,test259,Ronald Raymond,STR,Material,STR Property,Property Selling
1/6/2024,8,0,test260,Ronald Raymond,LTR,Material,LTR Property,Property Selling
10/25/2024,8,0,test261,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
1/28/2024,5,0,test262,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
1/11/2024,3,0,test263,Riley Raymond,STR,Material,STR Property,Property Selling
10/26/2024,3,0,test264,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
5/25/2024,5,0,test265,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
1/13/2024,2,0,test266,Riley Raymond,LTR,Material,LTR Property,Property Management
4/17/2024,2,0,test267,Ronald Raymond,LTR,Material,LTR Property,Property Selling
11/7/2024,9,0,test268,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
5/1/2024,6,0,test269,Ronald Raymond,STR,Material,STR Property,Property Management
9/12/2024,2,0,test270,Ronald Raymond,STR,Material,STR Property,Property Management
11/26/2024,3,0,test271,Riley Raymond,STR,Material,STR Property,Property Improvements and Repairs
5/21/2024,1,0,test272,Ronald Raymond,STR,Material,STR Property,Property Selling
8/19/2024,4,0,test273,Ronald Raymond,STR,Material,STR Property,Property Selling
8/1/2024,7,0,test274,Ronald Raymond,STR,Material,STR Property,Other
10/30/2024,1,0,test275,Riley Raymond,STR,Material,STR Property,Other
10/8/2024,7,0,test276,Riley Raymond,LTR,Material,LTR Property,Other
9/11/2024,4,0,test277,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
9/19/2024,9,0,test278,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
4/27/2024,9,0,test279,Ronald Raymond,STR,Material,STR Property,Other
5/22/2024,6,0,test280,Ronald Raymond,STR,Material,STR Property,Property Selling
5/11/2024,7,0,test281,Riley Raymond,STR,Material,STR Property,Property Acquisitions
7/10/2024,7,0,test282,Riley Raymond,LTR,Material,LTR Property,Property Selling
6/5/2024,4,0,test283,Ronald Raymond,STR,Material,STR Property,Property Management
5/6/2024,3,0,test284,Riley Raymond,STR,Material,STR Property,Other
1/25/2024,8,0,test285,Ronald Raymond,LTR,Material,LTR Property,Property Selling
10/5/2024,7,0,test286,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
3/13/2024,9,0,test287,Ronald Raymond,STR,Material,STR Property,Property Management
7/24/2024,5,0,test288,Ronald Raymond,LTR,Material,LTR Property,Property Management
3/29/2024,8,0,test289,Riley Raymond,STR,Material,STR Property,Property Management
1/17/2024,8,0,test290,Ronald Raymond,STR,Material,STR Property,Other
9/30/2024,7,0,test291,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
11/13/2024,9,0,test292,Ronald Raymond,LTR,Material,LTR Property,Other
9/18/2024,8,0,test293,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
4/13/2024,8,0,test294,Riley Raymond,LTR,Material,LTR Property,Property Management
3/3/2024,2,0,test295,Riley Raymond,STR,Material,STR Property,Property Management
11/24/2024,9,0,test296,Ronald Raymond,LTR,Material,LTR Property,Property Acquisitions
10/19/2024,1,0,test297,Ronald Raymond,STR,Material,STR Property,Property Selling
11/8/2024,7,0,test298,Riley Raymond,LTR,Material,LTR Property,Property Management
1/12/2024,9,0,test299,Ronald Raymond,STR,Material,STR Property,Other
3/23/2024,8,0,test300,Riley Raymond,LTR,Material,LTR Property,Other
5/7/2024,7,0,test301,Ronald Raymond,LTR,Material,LTR Property,Other
10/26/2024,6,0,test302,Riley Raymond,LTR,Material,LTR Property,Property Selling
5/3/2024,7,0,test303,Riley Raymond,STR,Material,STR Property,Other
2/4/2024,9,0,test304,Riley Raymond,STR,Material,STR Property,Property Acquisitions
1/29/2024,4,0,test305,Ronald Raymond,STR,Material,STR Property,Other
6/9/2024,1,0,test306,Ronald Raymond,STR,Material,STR Property,Other
7/22/2024,5,0,test307,Ronald Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
7/23/2024,3,0,test308,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
6/16/2024,4,0,test309,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
12/19/2024,8,0,test310,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
2/16/2024,7,0,test311,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
5/15/2024,6,0,test312,Riley Raymond,LTR,Material,LTR Property,Other
4/26/2024,8,0,test313,Riley Raymond,STR,Material,STR Property,Property Selling
6/25/2024,4,0,test314,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
11/17/2024,5,0,test315,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
12/21/2024,8,0,test316,Riley Raymond,LTR,Material,LTR Property,Property Selling
5/20/2024,6,0,test317,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
4/12/2024,1,0,test318,Riley Raymond,LTR,Material,LTR Property,Property Management
7/4/2024,4,0,test319,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
8/23/2024,4,0,test320,Riley Raymond,STR,Material,STR Property,Other
11/2/2024,9,0,test321,Riley Raymond,LTR,Material,LTR Property,Property Acquisitions
7/12/2024,1,0,test322,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
10/27/2024,1,0,test323,Ronald Raymond,STR,Material,STR Property,Other
5/7/2024,4,0,test324,Ronald Raymond,STR,Material,STR Property,Property Selling
10/15/2024,3,0,test325,Riley Raymond,LTR,Material,LTR Property,Other
5/19/2024,9,0,test326,Ronald Raymond,STR,Material,STR Property,Property Selling
5/27/2024,4,0,test327,Riley Raymond,LTR,Material,LTR Property,Property Management
3/21/2024,6,0,test328,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
7/20/2024,8,0,test329,Ronald Raymond,STR,Material,STR Property,Property Acquisitions
9/13/2024,6,0,test330,Riley Raymond,LTR,Material,LTR Property,Property Improvements and Repairs
2/20/2024,1,0,test331,Ronald Raymond,STR,Material,STR Property,Property Management
1/16/2024,4,0,test332,Ronald Raymond,STR,Material,STR Property,Property Improvements and Repairs
4/20/2024,1,0,test333,Ronald Raymond,LTR,Material,LTR Property,Other
